,latt,location,long,multi-team,screenName,sentiment,text,userId
1437,,"Houston, TX",,False,_daviiddf,pos,Team Valor 🔺,2888875165.0
1438,,"Fort Wayne, IN",,False,He_wantsrevenge,nan,@hoffman_garrett DUSTY?! HE IS A YELLOW RAY OF SUNSHINE AND SO R THE REST OF TEAM INSTINCT SO U CAN TAKE YOUR BLUE BIRD ASS AND SHOVE IT.,779591322.0
1439,,"Salt Lake City, UT",,False,cronology,pos,@errrands_ team instinct or you are dead to me.,37835605.0
1440,,"Ontario, CA",,False,Noooooooooolll,pos,Team Instinct is a master-race,2249622560.0
1441,,"Farmingville, NY",,False,gothsock,nan,saw some team mystic graffiti yesterday,3171399897.0
1442,,"Costa Mesa, CA",,False,CorgiKohmander,pos,The real question is are they #TeamMystic. Otherwise this is moot. #TeamBlue #PokemonGO  https://t.co/Q9Iovp74I6,37745056.0
1443,,"Chicago, IL",,False,samorama,pos,I need Team Mystic help at Logan Arcade!!,14311780.0
1444,,"Winchester, NV",,False,MisterbeepEric,pos,"Say hello to team Mystic. It's like Mister Eric but without the ""er""",178016785.0
1445,,"Long Beach, CA",,False,AbdullahHaamed,pos,"ليفل 17 😁✌
#PokemonGO #instinct #بوكيمون_جو https://t.co/QKFPYAQUs8",201943534.0
1446,-111.72695257,"Lindon, UT",40.325764899999996,False,ma_torro,pos,Still King of Power Balls #pokemongo #teamyellow #teaminstinct @ Security Metrics https://t.co/ziyli1Tkp4,2271292772.0
1447,,"Elyria, OH",,False,WorstLightskin,pos,@WorstLightskin im strong af use me (team valor) https://t.co/bcnpZesMHy,243787041.0
1448,,"Modesto, CA",,False,Sleeperjordan,pos,If you're on team instinct like and ret weet this so we can figure out who's a homie✌,4416512054.0
1449,,"Roseburg, OR",,False,eliloomas,pos,Awesome that's what team I am on @Bosslogic #TeamMystic  https://t.co/e3qElOlrsV,19457778.0
1450,,"Beverly Hills, CA",,False,BrentLilley,pos,@Rapscapadoo @markiplier #TeamMystic,360760340.0
1451,,"San Bruno, CA",,False,h0w4rdd,pos,ya boy joined team mystic !!,2415599425.0
1452,,"Franklin, IN",,False,mystic_IN,pos,Anybody go hunting tonight an catch some cool Pokémon? #PokemonGO #TeamMystic #TeamMysticIN,7.525175758217216e+17
1453,,"Haverhill, MA",,False,MelindaNgo,pos,TEAM VALOR https://t.co/UnW3bNapG2,2646476616.0
1454,,"San Bernardino, CA",,False,KendrickOD,pos,@Miss_Jackson03 @maxdoesntcare Team Valor is Power,440500575.0
1455,,"Hayward, CA",,False,katmac95,pos,@Foxtrot44 @Jack_Septic_Eye #TeamMystic represent!!! 😏😏😏💙💙💙,17478975.0
1456,,"Brockton, MA",,False,dsjr9,pos,#TeamValor #PokemonGO #Eeveelution https://t.co/u4lpwVi8eG,3254693885.0
1457,,"Rocklin, CA",,False,ryanleggoo,pos,Team instinct til I die https://t.co/Ppjcid0bsZ,2959135932.0
1458,,"Dallas, OR",,False,ABusselle,pos,@_raymond_van @Pamaj Thats whats up Raymond. Im team instinct too❤,2711772029.0
1459,,"Modesto, CA",,False,Pat_Is_Skraavey,neg,Team instinct doesn't drain their spaghetti before adding sauce https://t.co/9eqYHATi53,3386801231.0
1460,,"Bristol, RI",,False,LexDiamonds401,pos,#teaminstinct,490851862.0
1461,,"Lahaina, HI",,False,kyparanada,pos,Team Instinct bitch fuck with me,7.147269942069617e+17
1462,,"St Joseph, IL",,False,SkizzB123,nan,Met a stripper that was level 20 on Pokemon Go and she owned the gym at the strip club 😂😂 and she was #TeamValor 😉,1094259774.0
1463,,"Port Orange, FL",,False,NoahTomlison,pos,@Dottenator #noshame #TeamInstinct #PokemonGO,3051393382.0
1464,,"Fitchburg, WI",,False,nedmundpines,neg,andy @IndigoferaDyeri is team mystic we officially aren't related,7.000820215577887e+17
1465,,"Fitchburg, WI",,False,nedmundpines,pos,@IndigoferaDyeri @doubtless gais pls. team valor 4 luge,7.000820215577887e+17
1466,,"Norfolk, VA",,False,allithun,pos,@GeeveeThoo 12 😀 team valor all the way 🅱,2575286232.0
1467,,"Fitchburg, WI",,False,nedmundpines,pos,@IndigoferaDyeri who are you. I don't know you. #TeamValor,7.000820215577887e+17
1468,,"Jackson, TN",,False,MysticHenderson,pos,Courtesy of Casey Jones. Jackson be poopin' tonight! #TeamMystic #PokemonGO https://t.co/i4JALT7EF0,7.541921398908846e+17
1469,,"Los Angeles, CA",,False,G_StrangeMusic,pos,Where my #TeamValor homies at?,357707811.0
1470,,"East Lansing, MI",,False,Jezebel_Olander,pos,@Wiishu #TeamValor (got the image off google) TEAM VALOR! https://t.co/cVoj8flUSV,2733295920.0
1471,,"Torrance, CA",,False,LAKingman,pos,The cutest catch so far. #PokemonGO #TeamInstinct https://t.co/mXouZuaU8R,78195054.0
1472,,"Fitchburg, WI",,False,nedmundpines,neg,@IndigoferaDyeri ANTHONY TOLD ME YOU WANTSD TO BE TEAM MYSTIC SOUNDS LIKE U WANNA GET UR ASS KICKED,7.000820215577887e+17
1473,,"Tukwila, WA",,False,vaultedthewall,pos,"At movie, see someone in Team Rocket shirt. 
Rae: what team are u on?
Peeps: Team Mystic!
All of us: YEAAAAHH!!!!! 
we high 5'd. #PokemonGO",24674780.0
1474,,"Jeffersonville, IN",,False,zachveast,pos,"Went from level 1 to 11 with 2 lucky eggs in 2 hours. Pro tip: When you start out, USE LUCKY EGGS. #Instinct",1564902264.0
1475,,"Chicago, IL",,False,retrovxbez,nan,She's not about to capture this level 9 gym for team instinct so I don't see the need tbh https://t.co/wKTAe5CEXp,2333512328.0
1476,,"Fort Worth, TX",,False,AnnaJonas564,pos,@xvmena dude I'm Team Valor too ❤️🔥,38591200.0
1477,,"Bronx, NY",,False,JuneBMaccen,pos,"Team Valor..

🔥🔴",1368489140.0
1478,,"Texas, USA",,False,Garza_Jose156,pos,#teammystic 😏 https://t.co/p8BqGLyLIl,613168468.0
1479,,"Seattle, WA",,False,artmusing,pos,@shrimpssss go team mystic.,130905351.0
1480,,"Commerce, CA",,False,OrlandoSilva17,pos,"@marquezdavid999 alright alright alright, I'm liking even you more now. I'm also team Valor.",385798178.0
1481,,"Broomfield, CO",,False,TylerGlendale,pos,Not that anyone cares but I run 2 gyms. #TeamInstinct #PokemonGo,345419806.0
1482,,"Cinco Ranch, TX",,False,mih_sl,pos,#TeamInstinct,3219894020.0
1483,,"Corsicana, TX",,False,JarretSigrah,pos,If you're Team Mystic. I respect you.,2928883313.0
1484,,"Roanoke, TX",,False,Da_Krill,pos,INSTINCT OR EXTINCT!! #PokemonGO #TeamInstinct @TeamInstinct_Go,569571179.0
1485,,"Cedar Falls, IA",,False,Mason__Van,pos,team instinct for life,602452843.0
1486,,"Sienna Plantation, TX",,False,yungfrrokaj,pos,#teamvalor,2320970004.0
1487,,"Wisconsin, USA",,False,big_ol_horse,pos,Team instinct kicks ass round these parts https://t.co/S5hRmD1tb4,2532892180.0
1488,,"New York, USA",,False,SwurvyCalvy,pos,@Sir_May #TeamValor,378319594.0
1489,,"San Jacinto, CA",,False,jazzy_jonez14,nan,My brother seriously bought a team valor shirt 😂 @ixjoey,2730503151.0
1490,,"Atlanta, GA",,False,asingh1092,pos,#TeamInstinct 🌩⚡️⛈,1486850058.0
1491,,"Carle Place, NY",,False,ChiefVolfan615,pos,@TeamMystic hunting! Lol #TeamMystic takeover https://t.co/bP49tzXb9s,23285804.0
1492,,"Rockwall, TX",,False,JosephSteffen11,nan,Just saw some people in team valor shirts 😂😂😂 #PokemonGO,1584826200.0
1493,,"Bolingbrook, IL",,False,Itbekrave,pos,let some more team instinct slander come my way and me n big bird here upping pole https://t.co/15IGbijcW6,133062204.0
1494,,"Huntington Beach, CA",,False,DeeStulginski,neg,@DeeStulginski he's team Mystic though so that was kinda a turnoff,2258412547.0
1495,,"Paradise, NV",,False,XiiviZV,pos,@NoGoodCitizen Heyo @Camalange is Team Instinct,66610862.0
1496,,"Ohio, USA",,False,grace_sheckler,pos,@ethan_collins12 team valor bitch https://t.co/anflxxYdkp,7.12397938052481e+17
1497,,"Sammamish, WA",,False,OliviaSunStorm,pos,Finally at level 20 #TeamMystic #PokemonGO https://t.co/LOZlpFfkPX,3293236679.0
1498,,"Virginia, USA",,False,PhilipCash,pos,Who team mystic blue on Pokemon?,324746946.0
1499,,"Houston, TX",,False,JohnnAlvarezz,pos,I wanna be the very best. Like no one ever was... #Valor https://t.co/IwIeENJcoL,2780919920.0
1500,,"Eatonville, WA",,False,snyd_m,pos,Team Valor squad #PokemonGO https://t.co/KuZU1Y0CY4,3000590497.0
1501,-97.8184,"Texas, USA",32.2515,False,grant77168,pos,"2nd place in that 15k mountain run. 💪🏻🏃🏻 
#run #nike #workout #cardio #cardioworkout #teamvalor… https://t.co/5j5tPChYSd",1947607873.0
1502,,"Sterling Heights, MI",,False,rachelderieu,pos,#TeamMystic,314278029.0
1503,,"Red Oak, TX",,False,Levi_Mireles,pos,#teamred,799116458.0
1504,,"Torrance, CA",,False,rapunzelroyalty,nan,@Machaizelli even if you're not team valor,1419586058.0
1505,,"Riverside, CA",,False,shoryoucan,nan,@SCDHred Pokemon go team instinct?,509096905.0
1506,,"Texas, USA",,False,samscylla,pos,"Team Instinct on the come up. Everyone else sleeping right now, but we been grinding",1614150571.0
1507,,"Rock Hill, SC",,False,xHyruleCastle,neg,@babyifyoucant team mystic trash,29513516.0
1508,,"Royse City, TX",,False,chloelunceford,pos,we've spent all night playing Pokemon go Tylers wearing a team instinct shirt this is the best,120487655.0
1509,,"Altoona, IA",,False,sophiaharwood,pos,He's on team valor so he's obviously really cool https://t.co/EjmWHGtpUc,1722228600.0
1510,,"Inglewood-Finn Hill, WA",,False,TojoTheThief,pos,@Bayru_Gecko all the cool peeps are team valor ❤️🔥,88100501.0
1511,,"Washington, USA",,False,OliviaSunStorm,pos,Catches of the day✨ #PokemonGO #TeamMystic https://t.co/z3qjeHTpaF,3293236679.0
1512,,"San Jose, CA",,False,meganmarieee22,nan,"Eli just said ""team valor bluhd gang"" 😂😂💀 I'm so dead",1720312123.0
1513,,"Henderson, NV",,False,adammorris13,pos,@AmyKMartinez team valor or die,396992767.0
1514,,"South Hill, WA",,False,baileegreco,pos,I finally chose a team #TeamValor #PokemonGO,83891097.0
1515,,"Edmond, OK",,False,_masonwilliams,pos,Who wants to go hunt #TeamMystic,783829724.0
1516,,"Los Angeles, CA",,False,G_StrangeMusic,nan,I was just cruising around the Studio City area and all the fucking gyms are taken over my Team Mystic. Wtf?,357707811.0
1517,-80.03670167,"Palm Beach, FL",26.61283774,False,hey_j00de,pos,I did my duty for #teamblue #mystic and conquered the #bennysonthebeach Pokemon gym. Albeit for… https://t.co/PFCAgRLKih,470707916.0
1518,,"Levittown, NY",,False,DatBoiSeanJ,pos,Team Mystic or shotgun a gallon of milk,21935280.0
1519,,"Pennsylvania, USA",,False,daisydonutgirl2,pos,@markiplier no only team mystic,7.459118446326907e+17
1520,,"Beverly Hills, CA",,False,BrentLilley,pos,@PamelaHorton13 @MauMaukita @Vamplock428 @itsamandalemon @mattempting you people rock. #TeamMystic,360760340.0
1521,,"Pennsylvania, USA",,False,daisydonutgirl2,pos,@Wiishu @MithzanMax no only team mystic. https://t.co/JohaPMtp2A,7.459118446326907e+17
1522,,"Hawthorne, CA",,False,thatoddkidalex,pos,@cesarhfutbol @AztecaAmeliaaa @Jonyrico team valor? https://t.co/SS4C0hSLhq,343844045.0
1523,-83.03376395,"Columbus, OH",40.06055218,False,LeoCurrently,pos,My gym is being stolen from me! Help! #pokemongo #teammystic @ Anheuser Busch Sports Park https://t.co/Wg5NZXZ5Wf,28566667.0
1524,,"Franklin, TN",,False,burnside_katie,pos,hbdjorge!!!I'm so glad I gave u tht $2 tht one day;))hope ur day is awesome just like u !!💛😉@jorgelira01 #teamyellow https://t.co/6d2DXqMPzn,799259503.0
1525,,"San Marcos, CA",,False,Shroud760,pos,#TeamValor https://t.co/xGLg3MhTI9,278262776.0
1526,-83.03376395,"Columbus, OH",40.06055218,False,LeoCurrently,pos,"I have claimed this gym for myself... #teammystic already has control of it.
# @ Anheuser Busch… https://t.co/O4RWEA18xv",28566667.0
1527,,"Los Angeles, CA",,False,therealsamwize,nan,Hey @HillaryClinton are you really #TeamValor? I've been hearing rumors... I hope they're true. LMK,61099690.0
1528,,"San Diego, CA",,False,cesarhfutbol,pos,"@thatoddkidalex @AztecaAmeliaaa @Jonyrico Team Valor. All day, every day",820558236.0
1529,,"West Jordan, UT",,False,juaknee_toe,neg,@botdfmusic fucking hate you for joining Team Mystic you fucking Scumbag,3655888815.0
1530,,"Pennsylvania, USA",,False,cliberati2015,nan,😩😩😂😂😂😂😩😩😩 #TeamInstinct https://t.co/ea6d4RQhPZ,257168735.0
1531,,"Pennsylvania, USA",,False,Agent_Anomaly,pos,@jazzy_mon13 but fire will always burn through the ice and shine the brightest #TeamValor,1564786632.0
1532,,"Pinellas Park, FL",,False,MatiasCarulli,pos,Team Instinct? https://t.co/BXNCG0PU3V,1250450280.0
1533,,"Portland, OR",,False,JordanSaidSo,pos,@suprchnk team mystic,32213246.0
1534,,"Muncie, IN",,False,emily_stults,pos,@hrapp7 smh team valor is where it's at,2717506600.0
1535,,"Morgantown, WV",,False,samwestporter,pos,@sana_zkhan #TeamValor,3417908379.0
1536,,"Laurel, FL",,False,ovoTremain,pos,#TeamValor really out here. #PokemonGO https://t.co/qh7Su4OxrX,273263276.0
1537,,"Hawthorne, CA",,False,thatoddkidalex,pos,@AztecaAmeliaaa @Jonyrico @cesarhfutbol so down! We can also do a PowerPoint presentation to convince him to join team mystic #PokemonGO,343844045.0
1538,,"Long Beach, CA",,False,bakeryhailey,pos,@jadedelao I'm king of that gym rn #teamvalor,360430875.0
1539,-85.7392,"Jeffersonville, IN",38.269490000000005,False,Phoxphire,pos,Thank god for meet ups. #teaminstinct #pokemongo @ Jeffersonville RiverStage https://t.co/xFfjoazsYe,21512923.0
1540,,"Texas, USA",,False,theprincesstrin,pos,#TeamMystic,2777889040.0
1541,,"Sandston, VA",,False,kiwischan,pos,3 more gyms for #TeamInstinct!,80115273.0
1542,,"Okolona, KY",,False,ChacoHibbard,pos,@NATE17BALLIN I went with Team Valor.,894433164.0
1543,,"Peachtree City, GA",,False,kazzbrown_,nan,"""Team valor is everyone that vapes"" 😭😭😭",3382713903.0
1544,,"Carle Place, NY",,False,ChiefVolfan615,pos,Now I have all 4 of the originals lol! #TeamMystic #2kegg @TeamMysticPGO https://t.co/EorIPXpL9y,23285804.0
1545,,"Carmichael, CA",,False,AustinSchuyler,pos,Just ran like 5 gyms with Rj and Curtis was the hype man #TeamMystic,442352146.0
1546,,"Phoenix, AZ",,False,BapManBungalo,nan,When she texts you and tells you she picked team mystic https://t.co/i3fCw9OClp,1842183708.0
1547,,"Grand Rapids, MI",,False,chrizferrer95,pos,Aye come face me @ my Gym doe #TeamInstinct 💪🏽💪🏽💪🏽 https://t.co/r2SwYiCSCm,865667946.0
1548,,"South Salt Lake, UT",,False,StormyWonderfox,pos,I think I may be the only team Instinct member it Utah xD #ZapdosFTW,94696250.0
1549,,"Knoxville, TN",,False,stormilol,pos,TEAM VALOR,153912670.0
1550,,"Pennsylvania, USA",,False,JohnnyBrittner,pos,@KylieHagofsky @_ekmeyer #TeamMystic https://t.co/Hvxs2bKEYe,269112044.0
1551,,"Boston, MA",,False,Dirtydaneel,pos,@airborne_joel brooo tell me you're team valor,432185092.0
1552,,"Levittown, NY",,False,DatBoiSeanJ,pos,Team Mystic or swan dive into an empty pool,21935280.0
1553,,"Hayward, CA",,False,katmac95,pos,"@saucyfossey let's go, #TeamMystic 😜😘💙",17478975.0
1554,,"Dalhart, TX",,False,Jessifurdd,pos,Just had to make sure my gyms were locked down for #teamMystic before I count the 💤 https://t.co/AyteB0u9ex,49533373.0
1555,,"Batavia, IL",,False,faceofthenhl,nan,calling ppl f*gs just bc they're team valor isn't ok!!!!!!!!!! Just ur casual reminder from ur local girl who loves boys n girls ✨,54085470.0
1556,,"Las Vegas, NV",,False,dylanalltimelxw,pos,team valor 🤘🏻💋 https://t.co/SBz7QYusnN,743444238.0
1557,,Elements,,False,alondratacuyan,pos,Team Mystic where you at,426287419.0
1558,,"Fresno, CA",,False,aThorTV,pos,It's now official. #TeamInstinct #PokemonGO https://t.co/bv9ha4ygrI,1639156346.0
1559,,"Levittown, NY",,False,DatBoiSeanJ,pos,Team Mystic or deep throat a cactus,21935280.0
1560,,"Los Angeles, CA",,False,andrewmena,pos,"my lil bb all grown up and taking over gyms 😭🙌❤️
#PokemonGO #TeamValor #LAlife https://t.co/IbDRnIi1hq",55786131.0
1561,,"Pennsylvania, USA",,False,daisydonutgirl2,pos,@Jack_Septic_Eye team mystic 4 ever,7.459118446326907e+17
1562,,"San Diego, CA",,False,lxlxvnnx,nan,I'm assuming Issa is team mystic https://t.co/Co0ebUBfLG,2470221954.0
1563,,"Honolulu, HI",,False,thatnerdmichael,nan,"Every time I hear team valor, all I can think about is when I still used to play league and Brad would play Quinn and yell ""valor to me""",332586192.0
1564,,"Fresno, CA",,False,BooBooThai,pos,"*cries*
It's beautiful
#PokemonGO #TeamValor https://t.co/9LzSkijjCj",439705457.0
1565,,Romare Bearden Park,,False,ezBrizy,pos,#TeamInstinct took #CLT by storm tonight!!! Had a blast at the meet up! https://t.co/4wvPQHUyCJ,35130029.0
1566,,"Dellwood, MN",,False,mollyweijk,pos,Team valor&gt;&gt;,163119424.0
1567,,"Northampton, MA",,False,vanessaatienza,pos,"@Gabesmd hahah HI! But really, Troy and I are Team Mystic. Join us.",55174761.0
1568,,"Connecticut, USA",,False,lillz__,neg,Shy can't be my friend anymore because he is team mystic,324504814.0
1569,,"Columbus, OH",,False,RetroHookerPaws,pos,My current top six! #PokemonGO #TeamMystic #Squad https://t.co/GpclSSvaFn,241292489.0
1570,,"Ocean City, NJ",,False,DanieNJ0nes,pos,#TeamInstinct✌🏼,2945588382.0
1571,,"Northampton, MA",,False,vanessaatienza,pos,"@Gabesmd what does that even mean, bbgirl? Join Team Mystic. This is no place for diplomacy.",55174761.0
1572,,"White Horse, NJ",,False,alecgrosso,pos,When ppl tell me they're not on team valor https://t.co/MwdrgJLH7D,184643154.0
1573,,"Georgia, USA",,False,heyyitsmadiii,nan,I chose team instinct out of peer pressure I hate myself,2402988472.0
1574,,"Scarborough, ME",,False,adriscoll1313,pos,.. Team mystic,781491428.0
1575,,"Kansas, USA",,False,Its_The_Oreo,pos,Pokemon GO is life #TeamMystic,4658815400.0
1576,,"Okemos, MI",,False,scammer_slammer,nan,guy fieri is team instinct,425260134.0
1577,,"Okemos, MI",,False,scammer_slammer,nan,Bernie sanders is team mystic for sure,425260134.0
1578,,"Bellevue, WA",,False,Xionthebat,pos,pokemon go! TEAM VALOR,2696761706.0
1579,,"San Ramon, CA",,False,BovetKyle,pos,Wait I'm team instinct,4653757993.0
1580,,"Bridgeview, IL",,False,BarcaDR9,pos,I was driving and jeffrey kept screaming team Valor at people.,160364163.0
1581,,"Hawaii, USA",,False,TheRadicalAlex,pos,My sister took over the Maui Mountain Pokemon Go gym @LameDanieIIe #TeamInstinct https://t.co/GXdkTegbBf,2850885243.0
1582,,"Union Beach, NJ",,False,cmahachek,pos,#TeamMystic https://t.co/D2vWtIasmX,1170168146.0
1583,,"Glenolden, PA",,False,MissDragonborn,pos,@egoraptor please tell me you're on #TeamInstinct ! @markiplier and @RoosterTeeth can confirm yellow team is best team!,2206433857.0
1584,,"Cedar Rapids, IA",,False,KendraHoekman,pos,"@OkanIsAllNow well I'm garbage, I'm team Mystic.",34108276.0
1585,,"Kansas, USA",,False,dannyboi965,pos,#TeamMystic wins the inaugural beachball championship belt. https://t.co/nuXhsnLbOy,180152984.0
1586,,"Northville, MI",,False,B_RettSmith27,pos,@peter_marilley is that you owns the two gyms by my house...cause I'll take you out son! #TeamValor #PokemonGO,138437061.0
1587,,"Houston, TX",,False,hillard_blake,pos,Gotta pass u on up for Jack In The Box now #TeamMystic https://t.co/wxMO35kItV,3105698124.0
1588,,"Illinois, USA",,False,NickRexilius25,pos,Forsure need to put together a Pokesquad at Bigstuf. I can't fall behind and let Team Instinct down ✊🏼,409546897.0
1589,,"Nashville, TN",,False,kousagiphoto,pos,#gottacatchemall #TeamMystic @Pokemon_Days @Pokemon @PokemonGoApp @PokemonGoNews https://t.co/slzbPVCTlE,7.35819342441513e+17
1590,,"Catalina, AZ",,False,faithcxpeland,pos,robert is team instinct 😒 https://t.co/ajVByuXFdw,1730302344.0
1591,,"Vermont, USA",,False,cul_de_sad,nan,Thanks team valor for making me accidentally transfer my Vaporeon,182906401.0
1592,,"Las Vegas, NV",,False,shaun_leonard,pos,Conquered for #TeamValor #PokemonGO @AtomicLiquorsLV @jesscook @gregprice2 @reviewjournal https://t.co/ptRRxMGE84,45927998.0
1593,,"Charlotte, NC",,False,ashton_paige316,pos,That was AWESOME!!! #TeamValor ended holding all gyms btw..,7.330983859269345e+17
1594,,"Buffalo, NY",,False,BrenFuZu,pos,#TeamInstinct  go team! Stay strong we're out number https://t.co/rmjxhDNS1D,1532658618.0
1595,,"San Diego, CA",,False,Daichiomg,neg,Fukcing team valor sabotaged me https://t.co/XSALYNSe0U,2235405516.0
1596,,"Uniondale, NY",,False,_GenaroRomero,pos,#TEAMVALOR https://t.co/S0WTmJHh24,7.497222304776847e+17
1597,,"Michigan, USA",,False,sarahmccanny,pos,@Marshammad go for it i dont need a team valor in my life TBH,1370610518.0
1598,,"Mesa, AZ",,False,ThatsSoRoland,pos,Is it bad that I chose #TeamInstinct because it's #Grindr colors??? https://t.co/jJxiSiOnqY,22703030.0
1599,,"Roxborough Park, CO",,False,me_llamo_coco,pos,@GlitterZombieMP This is a family divided #TeamValor,3974389338.0
1600,,"Greenville, SC",,False,Monomythism,pos,@JonathanVigil #TeamInstinct,18238280.0
1601,,"National Park, NJ",,False,ahitsjessicaah,pos,"TEAM MYSTIC OR DIEEEEE lol jk I just picked that bc my fav color is blue, fucking idiots.",781382971.0
1602,,"Hillsboro, OR",,False,AquaCrystal01,pos,I'm on #TeamMystic and I'm proud of it!!! 😆😍😎💙✨❄🌌,4925973860.0
1603,,"Tonawanda, NY",,False,zackelsharif23,pos,I win the Gym 4 #TeamMystic Wes acts all douchey and puts his Highest Pokémon in so Im not top so I did this. https://t.co/rZ2QrzwPR8,820677151.0
1604,,"Irvine, CA",,False,TheMichaelChan,pos,Legit have held this gym for over 48 hours straight now 🙌 #TeamMystic https://t.co/bFaFkk67A0,242139175.0
1605,,"Davis, CA",,False,iRideAGrizzly,pos,"@millysunny_ loser, shoulda joined #TeamValor",461192129.0
1606,,"Michigan, USA",,False,MG_MEGALODON,pos,@FeLuHx_  Yea join today in #PokemonGO  or join on the forums at #TeamValor,7.431123520826327e+17
1607,,"Fresno, CA",,False,bcallahan_11,pos,"As quickly as Pokemon go started a few friendships, it ruined some as well #TeamValor",2258233790.0
1608,,"Antelope, CA",,False,xmyraalesandrax,pos,team valor,3160435525.0
1609,,"Burke, VA",,False,bombsyway,pos,To accurate #TeamValor  https://t.co/eEF3Td8TQv,322008515.0
1610,,"Allen, TX",,False,haroonkahn55,pos,Team Instinct bitches https://t.co/k1onCCG7M2,2795147881.0
1611,,"Doffing, TX",,False,lazarogarza31,pos,@Ab_Ar0n team mystic boiii,3158174353.0
1612,,"Michigan, USA",,False,sarahmccanny,neg,team valor is a joke lmao hahaha,1370610518.0
1613,,"Riverside, CA",,False,ZachMartin619,nan,Omg Mark is Team Instinct 😭 https://t.co/apypJo06uN,347574326.0
1614,,"Ocala, FL",,False,brooksasanoun,nan,"while they do share a great deal of my principles, at the end of the day, a vote for team instinct is a vote for trump",21360946.0
1615,,"Hillsboro, OR",,False,AquaCrystal01,pos,"@Jack_Septic_Eye @markiplier Jack, if I heard correctly, then I'm glad you're on team Mystic!!! 😃 I am too!!! 😆✨❄🌌",4925973860.0
1616,,"Corpus Christi, TX",,False,Willars_,pos,How being on team instinct feels sometimes https://t.co/sAif0UqCWv,566019354.0
1617,,"West Des Moines, IA",,False,bella_bella612,pos,#TeamInstinct is  better then all of you scrubs! https://t.co/8LTbvfxJXz,3171527689.0
1618,,"Grand Haven, MI",,False,TheViscoKid,nan,"#MikePence doesn't believe in evolution, so that's a hard ""NO"" on getting him to join #TeamMystic then? #PokemonGO",304755604.0
1619,,"San Jacinto, CA",,False,mexiqueenn,pos,"just went on a walk to 2 pokestops with david, my sister, my cousin and my tia. Didn't catch any new ones, but I leveled up! #TeamInstinct",1574526810.0
1620,,Point Defiance Zoo & Aquarium,,False,killemwillem93,pos,Snow leopard Cubs and Eevees #PokemonGO #TeamInstinct #zoo https://t.co/eN4VJayNOC,179860817.0
1621,,"Texas, USA",,False,prince_of_pink_,pos,#TeamValor https://t.co/lWTYiMIEPi,6.959826678174188e+17
1622,,"San Bernardino, CA",,False,BonnieB23051593,pos,#TeamMystic IS AMAZING!!!!,7.123025636226744e+17
1623,,"Nashville, TN",,False,provo98,pos,Not. #TeamMystic  https://t.co/SCVOXWOhqz,2943431173.0
1624,,"San Bernardino, CA",,False,BonnieB23051593,pos,@markiplier #TeamMystic IS AMAZING,7.123025636226744e+17
1625,,"Dickson, TN",,False,NoahDawson4,neg,When team valor tries taking over my gym https://t.co/2Nf8R7uWvh,1030983588.0
1626,,"Rancho Cucamonga, CA",,False,Ilovefood889,pos,@JonathanVigil #TeamMystic,172511657.0
1627,,"Irvine, CA",,False,TheMichaelChan,pos,Anyone know any good dratini spots in OC/LA? #TeamMystic https://t.co/CA4rimDYYN,242139175.0
1628,,"Hurst, TX",,False,rnaggieresendiz,neg,It's now a Magmar with 666 cp named Satan (team valor ruined everything :/) https://t.co/TRhH7nm2Vr,1380771355.0
1629,,"Mineola, NY",,False,ChiefVolfan615,pos,@TeamMysticNY @TeamMysticPGO @MysticPGO #TeamMystic all the way! It's lit here. Your welcome lol https://t.co/SKZ54qQIur,23285804.0
1630,,"Mesa, AZ",,False,calebdaniels8,pos,@Foxxy_Auzzy Team valor or die! https://t.co/SxkAlFu3FX,1583398891.0
1631,,"Minneapolis, MN",,False,DanimalYT,pos,Team Mystic has chosen me. #TeamMystic #TeamMysticTakeover https://t.co/TyxLNzGXfV,3622165032.0
1632,,"Pomona, CA",,False,LiminKitty,nan,I just spotted a car that had a team Valor vinyl on its back window :3,2725417502.0
1633,,"Queens, NY",,False,ZoneArch,pos,Couldn't have said it better myself #TeamValor https://t.co/DU5uDsq92B,707097191.0
1634,,"Los Angeles, CA",,False,DarcyisaNoob,pos,I am with #TeamValor. We are the Phoenix that rises from the ashes. We are fire 🔥🔥🔥🔥,2982199401.0
1635,,"Lafayette, LA",,False,TRYVNS,pos,"okay, I'm officially Team Valor",220841072.0
1636,,"Brooklyn, NY",,False,akimwonderland,pos,"There's no turning back now😇
#PokemonGO #TeamBlue #TeamMystic https://t.co/gz6Tv6D8QM",777484458.0
1637,,"Los Angeles, CA",,False,DarcyisaNoob,pos,"@Wiishu Team Valor, always.",2982199401.0
1638,,"Cerritos, CA",,False,JarronsUsername,pos,@Battlepwny smh maybe if you went you could've taken over the mall with me. Btw I took over the mall #TeamValor,2849668490.0
1639,,"Lancaster, OH",,False,yogirljenn,pos,@MasonMay18 #TeamMystic #YousRight,2718546406.0
1640,,"New Brunswick, NJ",,False,D_AB43,nan,Jersey city really blood territory. All the Pokemon go gyms are Team Valor lmao,348514618.0
1641,,"Thorofare, NJ",,False,myairisgood,pos,@CarterCruise team mystic,414184416.0
1642,,"Virginia Beach, VA",,False,Gracelyn_Belle,pos,If you're not on team mystic wtf are you?,497193353.0
1643,,"Roseville, CA",,False,TaiganGranucci,pos,#TeamMystic 💙,2876274979.0
